name,likes,downloads,last_updated,decision_score
huggingtweets/alanwattsdaily,0,22,2021-05-21 17:59:45+00:00,-8.109765411925517
SJSui/NekuBot,0,24,2021-11-17 03:16:31+00:00,-7.951224265884116
alvinkobe/DialoGPT-medium-steve_biko,0,22,2021-09-09 03:03:43+00:00,-8.30398082613029
danurahul/german_gpt_4g,0,38,2023-05-17 07:23:57+00:00,-0.17478539507822255
huggingartists/25-17,0,25,2021-09-10 12:55:59+00:00,-0.039693967167619526
huggingartists/mating-ritual,0,23,2021-09-18 01:00:55+00:00,-8.494414877926756
huggingtweets/antifashgremlin,0,23,2021-05-21 19:14:45+00:00,-1.90788591478751
NoLawz/DialoGPT-medium-harrypotter,0,26,2021-08-27 08:23:40+00:00,-0.09364357121304412
huggingtweets/annieqqqqqq,0,22,2021-05-21 19:07:31+00:00,-0.23870522889201862
huggingartists/logic,0,23,2021-09-23 20:36:21+00:00,-0.35073043283430927
huggingtweets/barackobama,0,26,2023-04-20 20:47:14+00:00,-0.9324715145702047
Nokia/nlgp-natural,0,28,2022-10-24 08:41:09+00:00,-5.617929170543606
huggingtweets/albertobagnai,0,22,2021-05-21 18:02:29+00:00,-7.943103362920203
ScottaStrong/DialogGPT-small-Scott,0,22,2021-06-17 04:11:39+00:00,-4.065653930635217
YusufSahin99/IFIS_ZORK_AI_HORROR,0,26,2021-07-14 14:11:24+00:00,-0.7942080953101343
huggingartists/florence-the-machine,0,23,2021-08-10 09:03:06+00:00,-1.9392825168843277
huggingartists/little-big,0,24,2021-09-15 18:48:33+00:00,-1.9231671195998947
clairesb/kindness_bot_repo,0,21,2021-10-25 04:33:25+00:00,-7.822010893457464
ericzhou/DialoGPT-Medium-Rick,0,30,2022-01-20 04:34:16+00:00,-8.32685792339061
Ranger/Dial0GPT-small-harrypotter,0,23,2021-10-22 06:17:18+00:00,-0.32520331997028507
huggingtweets/adhib,0,24,2021-05-21 17:38:33+00:00,-7.8218586572533635
Pupihed/DialoGPT-small-shrek,0,26,2021-09-02 01:22:04+00:00,-3.9876990040873626
DevSrijit/Harry,0,27,2021-12-15 09:52:13+00:00,-2.2094149397819765
huggingartists/kizaru,0,23,2021-09-30 17:52:06+00:00,-8.143892377378497
huggingtweets/billgates,0,21,2022-12-01 23:57:20+00:00,-0.21449695664087187
