name,likes,downloads,last_modified,decision_score
huggingartists/aaron-watson,0,24,2021-09-10 15:49:57+00:00,-0.0887781030362623
huggingartists/agata-christie,0,22,2021-09-10 09:07:11+00:00,-0.0462912835748337
huggingartists/aimer,0,21,2021-09-11 13:43:46+00:00,-6.209417702907061e-05
huggingartists/architects,0,22,2021-11-11 18:00:17+00:00,-0.0797604900908713
huggingartists/ariya,0,23,2021-11-03 09:21:45+00:00,-0.0527058536441633
huggingartists/bill-wurtz,0,22,2022-02-14 08:56:26+00:00,-0.134862747324426
huggingartists/billie-eilish,0,22,2021-07-30 11:57:08+00:00,-0.0075162309322577
huggingartists/billy-talent,0,24,2021-08-25 18:57:43+00:00,-0.0284044834390426
huggingartists/bladee,0,28,2021-10-08 14:48:18+00:00,-0.0088412335230816
huggingartists/boris-grebenshikov,0,23,2021-11-10 08:53:52+00:00,-0.0411280487764915
huggingartists/bryan-adams,0,22,2021-10-07 08:16:16+00:00,-0.0290700232964401
huggingartists/burzum,0,22,2021-09-10 13:30:58+00:00,-0.0292908963416066
huggingartists/bushido-zho,0,21,2021-10-17 16:58:48+00:00,-0.0066752132223222
huggingartists/cardi-b,0,21,2021-09-24 12:29:25+00:00,-0.0945123782208318
huggingartists/cocomelon,0,22,2021-08-26 02:48:10+00:00,-0.0375742141090534
huggingartists/deep-purple,0,22,2021-08-10 06:30:14+00:00,-0.0857095957603983
huggingartists/egor-kreed,0,23,2021-09-19 20:00:22+00:00,-0.0952854038652337
huggingartists/enigma,0,22,2021-09-10 08:57:05+00:00,-0.0133070117080469
huggingartists/enya,0,21,2021-10-23 12:54:20+00:00,-0.0301761492350148
huggingartists/fascinoma,0,21,2021-08-04 07:45:42+00:00,-0.0170340839528502
huggingartists/ghostemane,0,22,2021-08-10 10:49:23+00:00,-0.0474494299541041
huggingartists/gizmo,0,20,2021-10-02 22:50:26+00:00,-0.1252116952773755
huggingartists/green-day,0,23,2021-09-17 07:15:56+00:00,-0.0061310737565426
huggingartists/grigory-leps,0,20,2021-09-10 08:13:40+00:00,-0.0782320084924235
huggingartists/gspd,0,22,2022-08-06 23:30:23+00:00,-0.0223312774079383
huggingartists/gunna,0,22,2021-09-15 17:15:43+00:00,-0.0917723992860432
huggingartists/imagine-dragons,0,21,2021-09-11 13:36:33+00:00,-0.0205984455976285
huggingartists/joji,0,28,2021-08-23 21:47:22+00:00,-0.0649345844092426
huggingartists/joni-mitchell,0,21,2021-09-20 04:37:42+00:00,-0.0337372840190554
huggingartists/kasta,0,21,2021-09-11 12:36:35+00:00,-0.011513332489055
huggingartists/kipelov,0,23,2021-09-10 08:40:56+00:00,-0.0306314710566781
huggingartists/kizaru,0,22,2021-09-30 17:52:06+00:00,-0.0067494854240093
huggingartists/krechet,0,21,2021-09-12 14:06:03+00:00,-0.0222057844239039
huggingartists/led-zeppelin,0,22,2022-02-15 22:19:29+00:00,-0.02184812833258
huggingartists/lil-uzi-vert,0,21,2022-04-17 18:50:56+00:00,-0.0081066812495985
huggingartists/loud-luxury,0,21,2021-09-12 03:29:59+00:00,-0.0955143477805694
huggingartists/marillion,0,25,2021-11-02 18:03:06+00:00,-0.0896330490793924
huggingartists/maroon-5,0,22,2021-09-19 12:07:21+00:00,-0.0920263183264524
huggingartists/mashina-vremeni,0,22,2021-09-12 12:25:03+00:00,-0.0801271922335011
huggingartists/mc-ride,0,21,2021-10-14 20:14:57+00:00,-0.0469141784835085
huggingartists/metallica,0,21,2022-05-16 16:10:22+00:00,-0.0800664077417062
huggingartists/og-buda,0,22,2021-09-29 17:31:56+00:00,-0.0097542678283337
huggingartists/ot-rus,0,21,2021-09-15 17:29:45+00:00,-0.0030647370921317
huggingartists/peter-paul-and-mary,0,21,2021-09-13 00:35:13+00:00,-0.0527058536441633
huggingartists/pharaoh,0,22,2021-10-22 15:18:57+00:00,-0.0319561046362137
huggingartists/placebo,0,22,2021-08-10 17:26:47+00:00,-0.0078946104444566
huggingartists/platina,0,21,2021-09-29 17:06:31+00:00,-0.0250903710170145
huggingartists/post-malone,0,23,2021-09-12 03:17:01+00:00,-0.0194459486038033
huggingartists/ramil,0,21,2021-10-17 09:51:00+00:00,-0.0334752212009827
huggingartists/rammstein,0,24,2022-06-06 11:14:46+00:00,-0.0859130296770749
huggingartists/rex-orange-county,0,22,2021-09-12 20:31:29+00:00,-0.0236571613655134
huggingartists/rihanna,0,22,2022-06-21 09:56:57+00:00,-0.0252961995695935
huggingartists/rocket,0,20,2021-09-11 07:31:59+00:00,-0.0791989090758568
huggingartists/scriptonite,0,25,2021-09-10 13:10:06+00:00,-0.0688437965097022
huggingartists/skillet,0,23,2021-09-10 14:51:47+00:00,-0.0613183645900399
huggingartists/slava-kpss,0,24,2021-09-10 16:22:01+00:00,-0.1211570922374695
huggingartists/sqwore,0,22,2021-10-24 04:23:45+00:00,-0.0637254765690492
huggingartists/sugar-ray,0,23,2021-08-04 07:38:52+00:00,-0.0490091804070256
huggingartists/the-notorious-big,0,22,2021-10-08 17:26:01+00:00,-0.0045978739630283
huggingartists/the-sugarcubes,0,22,2021-10-07 11:16:09+00:00,-0.0072265146661053
huggingartists/the-the-pigs,0,23,2021-09-11 06:35:36+00:00,-0.0933467641074193
huggingartists/tony-raut-and-garry-topor,0,21,2021-09-12 20:04:03+00:00,-0.061203727396455
huggingartists/travis-scott,0,24,2021-09-10 19:40:02+00:00,-0.0289643111916925
huggingartists/v-x-v-prince,0,23,2021-09-11 11:37:19+00:00,-0.0292488950057765
huggingartists/van-morrison,0,23,2021-09-10 08:49:51+00:00,-0.0284044834390426
huggingartists/yung-plague,0,23,2021-09-10 06:49:38+00:00,-0.0296505795383268
huggingtweets/12123i123i12345,0,26,2021-05-21 16:22:22+00:00,-0.1289798472775482
huggingtweets/12rafiqul,0,20,2021-08-17 08:46:31+00:00,-0.0896820773357917
huggingtweets/14jun1995,0,20,2021-05-21 16:23:35+00:00,-0.0283458874286188
huggingtweets/2wyatt2mason,0,20,2021-10-31 23:45:40+00:00,-0.0533940006195529
huggingtweets/3lliethedoll,0,20,2021-05-21 16:31:00+00:00,-0.061671403026425
huggingtweets/3thyr3al,0,20,2021-05-21 16:37:14+00:00,-0.0131529516555729
huggingtweets/5uppps,0,23,2021-05-21 16:42:00+00:00,-0.019871729393989
huggingtweets/666ouz666,0,20,2021-05-21 16:43:13+00:00,-0.0785702777549189
huggingtweets/926stories-superachnural,0,21,2021-06-08 08:31:13+00:00,-0.0148646472201572
huggingtweets/Question,0,21,2021-05-21 16:44:50+00:00,-0.0250903710170145
huggingtweets///devii,0,0,,-0.006696320093723
huggingtweets//frye,0,0,,-0.0213940213819614
huggingtweets//solnychko,0,0,,-0.0078063639195888
huggingtweets//stillpoint,0,0,,-0.0401353246522925
huggingtweets/_alexhirsch,0,20,2021-05-21 16:53:35+00:00,-0.1656642789652505
huggingtweets/_colebennett_,0,20,2021-08-02 19:31:13+00:00,-0.0194280166028253
huggingtweets/_cyberemperor,0,20,2021-05-21 16:57:15+00:00,-0.0587026810945423
huggingtweets/_deep_winter_,0,20,2022-03-01 07:42:37+00:00,-0.0055277909840831
huggingtweets/_djpn,0,20,2021-05-21 16:59:38+00:00,-0.1161451109549855
huggingtweets/_elli420_,0,20,2021-05-21 17:03:54+00:00,-0.1618419186648757
huggingtweets/_f1rewalker_-staticmeganito,0,20,2021-10-31 23:56:27+00:00,-0.0165781184445316
huggingtweets/_f1rewalker_,0,20,2021-11-01 00:02:50+00:00,-0.0230509535432579
huggingtweets/_holyweather,0,20,2021-05-21 17:05:00+00:00,-0.0389182410969669
huggingtweets/_luisinhobr-beckvencido,0,20,2021-12-22 02:57:34+00:00,-0.144938423200418
huggingtweets/_luisinhobr-bryan_paula_-luanaguei,0,20,2021-12-14 18:17:37+00:00,-0.1247051449625087
huggingtweets/_luisinhobr-nomesdegato-nomesdj,0,19,2021-12-21 14:04:49+00:00,-0.0395658888637362
huggingtweets/_lukeharris,0,21,2021-05-21 17:06:07+00:00,-0.0561600930255576
huggingtweets/_marfii,0,20,2021-05-21 17:07:37+00:00,-0.0222931418297075
huggingtweets/_nisagiss-dril,0,21,2021-07-25 04:05:01+00:00,-0.0491387186084697
huggingtweets/_phr3nzy,0,20,2021-05-21 17:10:49+00:00,-0.0287063648123823
huggingtweets/_rdo,0,20,2021-05-21 17:11:57+00:00,-0.0166092267169437
huggingtweets/_tinyflower,0,21,2021-05-21 17:17:43+00:00,-0.0089145893379608
huggingtweets/a/spaceman,0,0,,-0.1019482130023272
huggingtweets/aaroisosaari,0,20,2021-05-21 17:19:58+00:00,-0.016234803586777
huggingtweets/abnuo113,0,22,2022-02-09 01:13:41+00:00,-0.0028747782628805
huggingtweets/acephallus,0,20,2021-05-21 17:29:14+00:00,-9.36938426100431e-05
huggingtweets/actionattheend,0,20,2021-05-21 17:30:58+00:00,-0.1154277189819814
huggingtweets/actiongeologist,0,20,2021-05-21 17:32:02+00:00,-0.0164518506247902
huggingtweets/adapkepinska,0,20,2021-05-21 17:35:04+00:00,-0.0597472791957491
huggingtweets/adderallia,0,22,2021-05-21 17:37:15+00:00,-0.0986031818561006
huggingtweets/adhd_93,0,19,2021-10-09 01:14:07+00:00,-0.0048308711513566
huggingtweets/adjacentgrace,0,20,2021-05-21 17:42:06+00:00,-0.1415182400992581
huggingtweets/adriangregory20,0,20,2021-05-21 17:44:07+00:00,-0.0071353937941979
huggingtweets/ae333mage,0,22,2021-05-21 17:46:25+00:00,-0.0670474018397321
huggingtweets/afm_marketing,0,20,2021-12-02 01:51:26+00:00,-0.0240057218022916
huggingtweets/agholdier,0,20,2021-05-26 20:22:22+00:00,-0.0077694014154059
huggingtweets/agnescallard,0,20,2021-05-21 17:52:29+00:00,-0.0852621496796973
huggingtweets/ahmedallibhoy,0,20,2021-05-21 17:53:42+00:00,-0.0667688556141453
huggingtweets/ai_hexcrawl-dril_gpt2-drilbot_neo,0,20,2021-09-18 02:30:19+00:00,-0.0869391058935679
huggingtweets/ai_hexcrawl-gods_txt,0,20,2021-06-15 16:52:45+00:00,-0.0603496797709814
huggingtweets/ai_hexcrawl-gptmicrofic,0,20,2021-09-18 03:18:36+00:00,-0.0349240545509377
huggingtweets/ai_hexcrawl,0,20,2021-12-15 19:46:29+00:00,-0.0477020238387855
huggingtweets/aijritter,0,22,2021-05-21 17:54:45+00:00,-0.0423653500348958
huggingtweets/aimbotaimy-coldjiangshi-ladydarknest,0,19,2021-07-25 20:00:21+00:00,-0.1198280875019547
huggingtweets/aimbotaimy-demi_naga-livingscribe,0,20,2021-07-25 18:00:56+00:00,-0.0486060253391257
huggingtweets/aimbotaimy-ladydarknest,0,22,2021-07-25 20:33:04+00:00,-0.0156764490236508
huggingtweets/alanbocallaghan,0,19,2021-05-21 17:58:39+00:00,-0.0800891913401942
huggingtweets/albertletranger,0,20,2021-05-21 18:01:16+00:00,-0.1016975037378424
huggingtweets/albertobagnai,0,21,2021-05-21 18:02:29+00:00,-0.0748909967433653
huggingtweets/albertsstuff,0,22,2021-08-02 03:04:23+00:00,-0.0055723707227972
huggingtweets/albinkurti,0,20,2022-02-11 11:38:45+00:00,-0.1008445042667217
huggingtweets/albiuwu_,0,21,2021-05-21 18:03:38+00:00,-0.1229802011520743
huggingtweets/aledaws,0,25,2021-05-21 18:04:48+00:00,-0.0670474018397321
huggingtweets/alexanderramek,0,20,2021-05-21 18:07:10+00:00,-0.046970449274683
huggingtweets/alexip,0,20,2021-05-21 18:09:25+00:00,-0.0190406018109249
huggingtweets/alexisgallagher,0,20,2021-05-21 18:10:44+00:00,-0.0511436069682464
huggingtweets/alexisuwualexis,0,20,2021-06-23 18:49:20+00:00,-0.0085003249581958
huggingtweets/alexwadecraig,0,20,2021-05-21 18:12:54+00:00,-0.0190847080391554
huggingtweets/alfieghill1,0,21,2021-05-21 18:14:01+00:00,-0.0294864114346468
huggingtweets/aliabunimah,0,20,2021-05-21 18:15:09+00:00,-0.1180948345189296
huggingtweets/alice333ai-alicecweam,0,20,2021-07-06 22:53:45+00:00,-0.085258717987537
huggingtweets/alice333ai-jj_visuals,0,20,2021-07-06 20:56:55+00:00,-0.0250903710170145
huggingtweets/alicefromqueens,0,20,2021-07-21 21:38:57+00:00,-0.0155899683108352
huggingtweets/alicesblossoms,0,20,2021-05-21 18:19:16+00:00,-0.0574939709379948
huggingtweets/alisonaharris,0,21,2021-05-21 18:20:29+00:00,-0.0506326100054765
huggingtweets/almostnora,0,20,2021-05-21 18:22:14+00:00,-0.0857841510255371
huggingtweets/alotoforanges,0,20,2021-05-21 18:26:16+00:00,-0.1234028197030353
huggingtweets/alper,0,20,2021-05-21 18:27:52+00:00,-0.0356373814455718
huggingtweets/alterhuss-zainabverse,0,20,2021-12-14 07:46:28+00:00,-0.0709487641018568
huggingtweets/alvarouribevel,0,20,2021-06-11 16:26:27+00:00,-0.0385486476126216
huggingtweets/aly/dixon-haleyosomething-svpino,0,0,,-0.076001677158015
huggingtweets/ambivalegenic-dril,0,20,2021-12-10 06:25:10+00:00,-0.1406549346951632
huggingtweets/amccarty,0,20,2021-05-21 18:36:59+00:00,-0.0527623777370797
huggingtweets/amirism_,0,20,2021-05-21 18:41:30+00:00,-0.0863257560277245
huggingtweets/amphydelic,0,20,2021-05-21 18:46:10+00:00,-0.0278452555318121
huggingtweets/ana_couper,0,20,2021-05-21 18:47:32+00:00,-0.047993920199576
huggingtweets/anarchystax,0,21,2021-05-21 18:52:34+00:00,-0.0136448736433082
huggingtweets/andevereaux,0,20,2021-05-21 18:55:21+00:00,-0.0123298420924844
huggingtweets/andreskwon,0,22,2021-05-21 18:56:52+00:00,-0.119410548720699
huggingtweets/andrewfleer,0,21,2021-05-21 18:59:51+00:00,-0.107363273926299
huggingtweets/angadc,0,20,2021-11-01 19:02:49+00:00,-0.0375790245753441
huggingtweets/angiejolielive,0,20,2021-12-02 20:17:53+00:00,-0.0268901322508684
huggingtweets/angularocean,0,20,2021-05-21 19:01:01+00:00,-0.0957569147916342
huggingtweets/annasvirtual,0,20,2021-06-07 10:59:15+00:00,-0.09320227257886
huggingtweets/anotherday//,0,0,,-0.0305658947649739
huggingtweets/anotherpattern,0,20,2021-05-21 19:11:17+00:00,-0.0150733776881443
huggingtweets/anoushnajarian,0,21,2021-05-21 19:12:24+00:00,-0.054662491061852
huggingtweets/ansonjtong,0,20,2021-05-21 19:13:39+00:00,-0.0430384337894281
huggingtweets/antifashgremlin,0,21,2021-05-21 19:14:45+00:00,-0.0274002266694576
huggingtweets/antiihope,0,20,2021-08-24 17:00:16+00:00,-0.0673939887674075
huggingtweets/anvers1158,0,20,2021-12-15 01:08:56+00:00,-0.0018419102568528
huggingtweets/araffin2,0,20,2021-05-21 19:23:11+00:00,-0.0959953405361954
huggingtweets/arrl,0,21,2021-05-21 19:26:00+00:00,-0.0145883190344371
huggingtweets/artificialstup5,0,20,2021-07-04 11:27:01+00:00,-0.06458123650819
huggingtweets/artorrattv,0,21,2021-05-21 19:29:17+00:00,-0.134366620282863
huggingtweets/asmallfiction,0,20,2021-05-21 19:33:11+00:00,-0.1271306906698562
huggingtweets/asofterscp,0,20,2021-05-21 19:34:17+00:00,-0.0202505955943279
huggingtweets/ass420weed-gnomeszs-tyler01010101,0,22,2021-08-04 07:41:51+00:00,-0.0318092935150631
huggingtweets/atheistic_1,0,30,2021-05-21 19:35:24+00:00,-0.0192163436515996
huggingtweets/atinux,0,20,2021-05-21 19:36:51+00:00,-0.0969597295307784
huggingtweets/atlassian,0,20,2021-06-17 00:20:35+00:00,-0.0633937454372527
huggingtweets/atomicthumbs,0,23,2021-05-21 19:40:48+00:00,-0.0125756180864838
huggingtweets/atticscientist,0,22,2021-07-06 06:25:57+00:00,-0.0007240028522947
huggingtweets/aumgensokyo,0,20,2021-06-28 14:51:57+00:00,-0.0947555030969875
huggingtweets/austen,0,20,2021-05-21 19:46:24+00:00,-0.0135591676006688
huggingtweets/autogynefiles,0,20,2021-05-21 19:47:38+00:00,-0.0303588452965929
huggingtweets/autophagian,0,20,2021-05-21 19:48:45+00:00,-0.1499696231162244
huggingtweets/avgmeat-dril-slitthroatz,0,20,2021-09-18 12:23:12+00:00,-0.0845902921982393
huggingtweets/axel_hugsky,0,20,2021-06-23 18:30:11+00:00,-0.0089145893379608
huggingtweets/axiaofficial,0,20,2021-07-23 18:32:04+00:00,-0.0236019865244229
huggingtweets/azulcrescent,0,20,2021-05-23 14:17:13+00:00,-0.115736119979809
huggingtweets/b50,0,19,2021-05-21 19:58:28+00:00,-0.006696320093723
huggingtweets/balajis,0,20,2022-11-20 18:06:24+00:00,-0.0170340839528502
huggingtweets/balcobops-liyrex_irl-waitforgot,0,20,2021-09-29 04:04:44+00:00,-0.0109604402597945
huggingtweets/barackobama-karlousm-uofofn,0,19,2021-06-30 06:02:43+00:00,-0.0112598124353175
huggingtweets/basedgamerboi,0,20,2021-05-21 20:08:05+00:00,-0.0082769379408368
huggingtweets/bayesianboy,0,20,2021-05-21 20:10:00+00:00,-0.02074481754431
huggingtweets/bbcqos,0,19,2021-08-17 10:52:33+00:00,-0.0045978739630283
huggingtweets/beanstalkim,0,20,2021-05-21 20:14:10+00:00,-0.0771762468428938
huggingtweets/beemoviescript,0,20,2021-08-26 01:52:42+00:00,-0.1089159069620741
huggingtweets/benioff,0,20,2021-08-10 21:45:46+00:00,-0.0514631885136324
huggingtweets/benjinaesen,0,22,2021-05-21 20:22:02+00:00,-0.1204744478431902
huggingtweets/benskerim,0,20,2021-05-21 20:24:45+00:00,-0.0396935723884364
huggingtweets/berniesanders-coffee/burger-sensanders,0,0,,-0.0499810283808149
huggingtweets/berniesanders-dril,0,20,2022-03-01 10:13:41+00:00,-0.0049932618426203
huggingtweets/berniesanders,0,20,2022-08-27 12:48:20+00:00,-0.0156764490236508
huggingtweets/bestmusiclyric-marknorm,0,20,2021-05-21 20:30:59+00:00,-0.0264544390008621
huggingtweets/bestmusiclyric-poetsorg,0,20,2021-05-29 15:46:48+00:00,-0.0076030887242124
huggingtweets/beth_kindig-elonmusk-iofundofficial,0,19,2021-10-06 03:14:09+00:00,-0.1432115253607594
huggingtweets/bfkelleher,0,20,2021-05-21 20:33:42+00:00,-0.0561600930255576
huggingtweets/bibliobabble,0,20,2021-05-21 20:34:50+00:00,-0.1102493705850785
huggingtweets/billgates-jack,0,20,2021-08-03 10:34:31+00:00,-0.0517192526686807
huggingtweets/billpshort,0,20,2021-05-21 20:41:11+00:00,-0.0033059190873901
huggingtweets/billtheponyfan,0,20,2021-05-21 20:42:18+00:00,-0.0640671559889867
huggingtweets/billwurtz,0,20,2022-11-13 03:31:15+00:00,-0.0287063648123823
huggingtweets/biocrimed-bladeecity-w3bcam,0,21,2021-06-16 09:00:55+00:00,-0.0955236530915351
huggingtweets/bitfinexed-coinerstakingls-xeni,0,20,2022-01-28 04:55:36+00:00,-0.0986116443647582
huggingtweets/bitfinexed,0,20,2021-10-09 22:20:08+00:00,-0.0262815561872225
huggingtweets/bladeecity-rxmaybike-wojespn,0,19,2021-06-29 20:32:08+00:00,-0.0187118414462551
huggingtweets/bladeecity-thaiboygoon,0,20,2021-06-30 07:56:47+00:00,-0.0638240830119716
huggingtweets/bladeecity,0,21,2022-05-24 14:38:31+00:00,-0.0662352373644258
huggingtweets/bleaksigilkeep,0,20,2021-05-21 20:47:22+00:00,-0.0363227469504973
huggingtweets/bloodwarrioroc1,0,20,2021-06-20 17:41:00+00:00,-0.0673939887674075
huggingtweets/boogie2988,0,20,2021-05-29 21:24:58+00:00,-0.0569890548101978
huggingtweets/borisdayma-elonmusk,0,20,2021-05-21 20:51:56+00:00,-0.0675083325920663
huggingtweets/bovice18,0,20,2021-05-21 20:56:14+00:00,-0.0446273835224322
huggingtweets/brad_buchsbaum,0,20,2021-09-08 19:43:10+00:00,-0.0687442642676858
huggingtweets/brandonreeves08,0,20,2021-05-21 21:01:47+00:00,-0.0005126180898237
pixelsandpointers/bart-base-empatheticdialogues,0,3,2022-01-24 11:29:02+00:00,-0.0893225576838341
potaycat/vinanews-gpt2-kinda,0,20,2021-05-21 14:46:01+00:00,-0.0537967568060974
pyordii/distilgpt2-finetuned-AT,0,24,2023-08-01 07:42:36+00:00,-0.0533940006195529
