name,likes,downloads,last_updated,decision_score
huggingartists/kizaru,0,10,2021-09-30 17:52:06+00:00,-0.39797126960353646
huggingtweets/andrewfleer,0,10,2021-05-21 18:59:51+00:00,-0.34672426259373035
huggingtweets/averagesmasher,0,9,2021-07-10 13:47:30+00:00,-0.3985500277648186
SEBIS/legal_t5_small_trans_de_en,0,17,2021-06-23 09:27:47+00:00,-0.34672426259373035
MrZ/DialoGPT-small-Rick,0,11,2021-08-27 04:31:46+00:00,-0.3469844778463682
abhinema/gpt-medium,0,9,2022-03-04 04:21:57+00:00,-0.3467242625355227
S34NtheGuy/DialoGPT-small-pikamew362,0,9,2021-10-14 02:01:56+00:00,-0.34508367553814034
huggingtweets/aimbotaimy-ladydarknest,0,11,2021-07-25 20:33:04+00:00,-0.34672426259373035
huggingtweets/artorrattv,0,9,2021-05-21 19:29:17+00:00,-0.8742324742068974
benjamin/gpt2-wechsel-swahili,0,14,2023-05-30 09:55:30+00:00,-0.4030410158319371
huggingtweets/berniesanders,0,8,2022-08-27 12:48:20+00:00,-0.34672426259373035
huggingtweets/alt_kia,0,10,2021-05-21 18:29:13+00:00,-0.3450724240118377
dead69/GPT-small-yoda,0,11,2022-01-09 11:24:39+00:00,-0.34672426259373035
OscarNav/dialoGPT_translate,0,13,2021-12-03 01:30:17+00:00,-0.40215246829199325
huggingtweets/alimaketweet,0,9,2021-05-22 22:53:53+00:00,-0.34491524375504534
huggingartists/lazy-jay,0,11,2021-10-01 11:28:06+00:00,-1.1659817663183873
awvik360/DialoGPT-small-plemons,0,8,2021-06-19 23:55:05+00:00,-0.34672426259373035
eclare/DialoGPT-small-SCHAEFER,0,8,2021-09-19 06:58:36+00:00,-0.34672426259373035
danildany/DialoGPT-small-MichaelScott,0,8,2021-08-30 16:13:33+00:00,-0.34672426259373035
averyanalex/panorama-rugpt3large,0,31,2023-08-04 07:49:12+00:00,-0.3469844778463682
Ryukie/DialoGPT-small-Rick,0,9,2021-10-10 01:30:09+00:00,-0.34672426259373035
disdamoe/TheManipulator,0,9,2021-12-13 10:33:32+00:00,-0.3915274910703972
ensamblador/gpt2-derecha-with-bos-eos-8heads,0,18,2021-05-21 15:50:53+00:00,-0.3465840416118824
heabeoun/DiabloGPT-small-nuon-conv,0,13,2022-02-09 02:31:56+00:00,-0.34672426259373035
huggingartists/armin-van-buuren,0,13,2021-09-12 03:06:42+00:00,-0.3451101091576363
flax-community/gpt-2-tamil,0,9,2021-07-18 16:03:33+00:00,-0.34672426259373035
huggingtweets/ascartprince-kicchinnezumi,0,8,2021-06-08 06:56:36+00:00,-0.34672426259373035
Sammigooof/Peterbot,0,10,2022-03-01 23:28:30+00:00,-0.34713548549358686
hama/rick_bot,0,9,2021-09-05 15:25:45+00:00,-0.3622820082108462
huggingtweets/andevereaux,0,9,2021-05-21 18:55:21+00:00,-0.34672426259373035
